	created_at	text	username	retweet_count	reply_count	like_count	quote_count
23	2022-01-31 15:01:15+00:00	"Voici pourquoi le conflit ukrainien est une aubaine pour l'Algérie

Lire l'article 👉 https://t.co/iLr1NDnD6s

#Algerie | #Ukraine | #Russie | #Gaz | #Exportation | #Economie | #Observalgerie https://t.co/g2cIIyVnZ1"	AnnMagayante	0	0	1	0
24	2022-01-31 14:55:00+00:00	"Résumé de janvier 2022 #Macron #PassVaccinal 
#TruckersForFreedom2022 #CanadaHasFallen #Poutine #Ukraine #kazakhstanprotest #kazakstan https://t.co/gNsQvAPpX1"	afpfr	0	0	0	0
25	2022-01-31 14:53:57+00:00	En détournant l’attention sur l’#Ukraine …ça devrait aller mieux https://t.co/ZBwW8DVzWY	Aufildubosphore	0	0	0	0
26	2022-01-31 14:50:29+00:00	Et la guerre de #Corée de nouveau sur les rails,et la partition de l'#Ukraine actée,ainsi les jours se suivent mais ne se ressemblent pas et voici que l'histoire dément en reproduisant des épisodes identiques,de quoi perdre la tête et finir comme chèvre,avec quel blé pour famine! https://t.co/JkmByUo1DP	237online	0	0	0	0
27	2022-01-31 14:49:48+00:00	La France se fait virer du Mali après avoir perdu 58 militaires. Une nouvelle humiliation pour #Macron, après avoir été éjecté de la #Lybie et de l' #Australie, maltraité par l' #Algerie, marginalisé par les Etats-Unis et la Russie en #Ukraine,  dupé par l' #Allemagne sur tout. https://t.co/jvs6pq3nQF	EURACTIV_FR	54	6	100	6
28	2022-01-31 14:49:02+00:00	"Retourne te coucher avec Barbie et reprend un peu d amphitamine #junkie #Assassin

Ça fait parti de "" vos plans "" ?

#Ukraine future #Palestine ?
Roue de secours ?

«Nous n'avons pas le choix» : Bernard-Henri Lévy appelle les USA à intervenir en Ukraine https://t.co/weFVxfIPig"	alex_owski	0	1	2	0
29	2022-01-31 14:48:23+00:00	"Retrouvez l'actualité de la semaine dans le #V4 

🇵🇱🇨🇿🇸🇰🇭🇺 #Visegrad #Pologne #Tchéquie #Slovaquie #Hongrie #Biélorussie #OTAN #Russie #Ukraine 

https://t.co/DZWXzib7MP"	LeDevoir	1	0	1	0
30	2022-01-31 14:41:19+00:00	"Mon analyse du copycat WhisperKill utilisé en Ukraine. Nos amis du Cert UA se sont trompés dans les hashes

https://t.co/msGqvdaeNX

#Malware #Ukraine"	Loup_43	6	0	5	0
31	2022-01-31 14:41:11+00:00	"#Botul n'aime pas #Poutine car poutine est entouré d'idéologue dangereux comme Alexandre #Douguine ..
#BHL #belliciste #Bellicisme #UkraineConflict #Ukraine https://t.co/76holis87L"	faakto	0	0	0	0
32	2022-01-31 14:37:22+00:00	Bruits de bottes en #Ukraine. On dirait les sudètes, non? J’ai peur qu‘une nouvelle fois on ait la guerre et le déshonneur en prime.	Fillionsteph10	0	0	0	0
33	2022-01-31 14:20:50+00:00	"🇺🇦✝️Les évangéliques baptistes d'Ukraine appellent à la solidarité, alors que le pays reste sous la menace de la Russie via @EvangeliquesI 
#Ukraine 
https://t.co/J0qZSYzTog"	ObsContinental	0	0	0	0
34	2022-01-31 14:20:35+00:00	"🇺🇦 #Ukraine : la presse européenne ne croit pas en l'éventualité d'une véritable #guerre et sonde les pistes susceptibles d'amorcer une désescalade.

Pour @24tvua, l'Occident n'en est pas à sa première erreur d'interprétation ⬇️
https://t.co/zijowelGnc"	Ferkam19	0	1	1	0
35	2022-01-31 14:20:32+00:00	Le Conseil de sécurité de l'#ONU se réunit ce lundi sur la crise ukrainienne à la demande de Washington qui, avec ses alliés de l'#Otan, intensifie ses efforts pour dissuader Moscou d'envahir l'#Ukraine, tout en préparant de nouvelles sanctions contre la #Russie. https://t.co/gyFOVLfNXO	ObservAlgerie	1	0	1	0
36	2022-01-31 14:19:53+00:00	Jeunes femmes de l'#Ukraine se préparant au combat.#Poutine va tuer ces jeunes femmes? Quel sorte de monstre est Poutine?L'Ukraine a le droit de vivre en paix. Rappelons-nous le génocide ordonné par Staline (l'idole de Poutine) contre le peuple ukrainien dans les années 1930 ! https://t.co/GwhCS6ioF2	Clement62159861	0	2	1	0
37	2022-01-31 14:17:35+00:00	"@RTenfrancais Bah qu'il prenne sa bite et son couteau et qu'il y aille !!!
Mais de grâce, qu'il laisse nos soldats de @EtatMajorFR @armeedeterre, air et de mer, tranquille !!! Ils donnent assez de leur vie pr des conneries depuis des années !!! Eux aussi ont des familles !!
#Ukraine"	notaure	2	0	2	0
38	2022-01-31 14:16:27+00:00	"@emma_ducros @Anne_Hidalgo 

Rire sur un sujet aussi grave c'est assurément que vous êtes une...

#Hidalgo2022 #Ukraine https://t.co/3iWsLlZFR6"	lesoir	0	0	2	0
39	2022-01-31 14:16:19+00:00	Propagande : Depuis 2008, Poutine affirme que la Russie et l'Ukraine ne for... https://t.co/hlJcqbpkh0 #Russie #Propagande #Histoire #Ukraine	RTenfrancais	0	0	0	0
40	2022-01-31 14:10:11+00:00	Ukraine : le Conseil de sécurité de l'ONU se réunit, Moscou menacé de nouvelles ... https://t.co/Yva07aGVKX #ONU #Ukraine #Guerre #Russie	BernardCarayon	0	2	1	0
41	2022-01-31 14:08:54+00:00	"Version française avec @chebilink pour la voix et @elenavolochine pour la trad, de mon reportage sur les fauses alertes à la bombe en #Ukraine 

https://t.co/bUVRTib7ht"	mperelman	0	0	0	0
42	2022-01-31 14:07:16+00:00	Guerre hybride en Ukraine : de fausses alertes à la bombe imputées à la Russie ... https://t.co/lsfBLd94IS #Ukraine #Russie #Guerrehybride	Chaww8	0	0	0	0
43	2022-01-31 14:04:41+00:00	Crise en Ukraine : ils apprennent les techniques de survie et l'autodéfense https://t.co/T6J3uj5EsC #Ukraine #Défense #Militaire	Visegrad_PostFR	0	0	0	0
44	2022-01-31 14:04:11+00:00	Les avions de reconnaissance de l'OTAN en pleine activité https://t.co/MrnkmM3CkG #Ukraine #Kiev #Zelensky #Crimée #Donbass #Donetsk #Lougansk #ÉtatsUnis #USA #Washington #Biden #Russie #Moscou #Kremlin #Poutine #OTAN #UE	Sebdraven	0	0	0	0
45	2022-01-31 14:02:49+00:00	"Le Canada [N'EST PAS] de retour. 
« Tenir une pancarte n’est pas une politique étrangère » https://t.co/spvDX6tjcR #polcan #cdnpoli #diplomatie #Ukraine #Russie #Otan"	muzzam78693	0	0	0	0
46	2022-01-31 14:02:30+00:00	"Explications claires et limpides. 
#Ukraine #hypersonique #défense https://t.co/NWUEeruYcU"	zebuloun	1	0	2	0
47	2022-01-31 13:59:46+00:00	Scénarios d'invasion de l'Ukraine : les villes clés dans le collimateur des Russes selo... https://t.co/XgXJ51qMpq #Russie #Guerre #Ukraine	LeplangGeoffrey	0	0	0	0
48	2022-01-31 13:54:03+00:00	"Crise en Ukraine : la Russie et l'Europe liées par une ""double d... https://t.co/IjUrTS25vn #Russie #Chantage #Gaz #UnionEuropéenne #Ukraine"	EvangeliquesI	0	0	0	0
49	2022-01-31 13:50:37+00:00	La propagande russe essaie toujours de diviser les occidentaux, les USA et l'Ukr... https://t.co/dssv92Lzvk #Russie #Propagande #ONU #Ukraine	eurotopics_fr	0	0	0	0
50	2022-01-31 13:47:38+00:00	#Ukraine: On parle de plus en plus d’escalade et de moins en moins de celles et ceux qui continuent de subir les conséquences d’un conflit armé actif depuis 2014. Elles et ils ont leurs noms, leurs histoires et une envie partagée de vivre en paix. Ecoutons-les. https://t.co/2qBKL2zSOz	24tvua	0	0	1	0
51	2022-01-31 13:45:39+00:00	"Pour les russes, ""il n'est pas imaginable qu'il y ait une guerre"" avec l'Ukraine https://t.co/J75zYpNbMW #Russie #Guerre #Ukraine"	gnbasile	0	0	0	0
52	2022-01-31 13:43:28+00:00	"🗞️🇷🇺🇺🇦🇬🇧 Crise en Ukraine : Moscou qualifie les projets de sanctions britanniques d'""attaque ouverte"" contre les entreprises russes
👇
https://t.co/QkABKLIpO2

#Russie #Ukraine #RoyaumeUni #epoc https://t.co/RBXVqG7Tad"	plaroch	0	0	0	0
53	2022-01-31 13:41:58+00:00	Ukraine : L'OTAN doit faire des concessions à la Russie https://t.co/kFBic0N5Wr #OTAN #Ukraine #Russie #ÉtatsUnis #USA #Kiev #Moscou #Washington #maisonblanche #Kremlin #Biden #Poutine #Zelensky #Crimée #Donbass #Donetsk #Lougansk #Zelenski	Rumpelskin75	0	0	0	0
54	2022-01-31 13:40:55+00:00	@OlivierBabeau Tout le sérieux de #Hidalgo résumé en une réaction totalement nonchalante ! #Ukraine	EtatMajorFR	0	0	1	0
55	2022-01-31 13:39:37+00:00	"Le chien de guerre vient de parler. Après le ""succès"" libyen on peut s'attendre à une grande réussite. 

Apatride qui renonce à sa propre langue pour servir les intérêts du Pentagone.

#Ukraine 
#OTANCriminal https://t.co/xZny4xZeoM"	armeedeterre	1	0	2	0
56	2022-01-31 13:31:55+00:00	"Tu mets du désordre. Et le désordre est le meilleur serviteur de l'ordre établi."" Le Diable et le Bon Dieu Jean-Paul Sartre
Le Monde diplomatique met tous ses articles sur #BHL en accès libre pour dénoncer une «imposture» https://t.co/Zzgz8iGtUi 
#Ukraine #Russie https://t.co/Av7v85nDX1"	PassionEcoPo	0	0	0	0
57	2022-01-31 13:27:44+00:00	L'avion américain spécialisé dans la détection ... https://t.co/QBwMdVwWuJ #USA #Aviation #Militaire #Ukraine #Nucléaire #UnionEuropéenne	emma_ducros	0	0	0	0
58	2022-01-31 13:26:41+00:00	"Un petit octogone envers Macron ou mieux Joe Biden et le talentueux Poutine en direct sur #TPMP pour régler la situation de cette connerie qui va arriver en #Ukraine si on arrête pas d'être con ?
@Cyrilhanouna
Ça te dit d'organiser ça pour remettre la paix au goût du jour?
#Unity https://t.co/uD775r15Fq"	Anne_Hidalgo	0	0	0	0
59	2022-01-31 13:26:26+00:00	#Ukraine pas de guerre ; stoppons la propagande anxyogène des imbéciles qui gouvernent pour masquer les hausse du gaz et des carburants. https://t.co/d6NARdKPqz	Infos_defense	0	0	0	0
60	2022-01-31 13:24:27+00:00	"@ #Russie #Ukraine #Chine #Iran #USA #Europe #Otan #Poutine #Biden #JoeBiden #Zemmour #Macron #EmmanuelMacron 

Make peace and love, not war ; a new economy, not capitalism neoliberalism : Une définition de la paix (vostfr)👉https://t.co/Du1SL9DcH3

#economie #science #ecologie"	gullivercragg	0	0	1	0
61	2022-01-31 13:19:34+00:00	🇺🇦UKRAINE : le renforcement militaire de la #Russie près de la frontière avec l'#Ukraine s'accentue. Le pays aurait notamment acheminé des réserves de sang ainsi que d'autres matériels médicaux pour soigner les blessés. Un indicateur clé de la préparation militaire de Moscou.	Chebilink	0	0	2	0
62	2022-01-31 13:17:05+00:00	"[Dans les médias] 📰 A lire dans @Challenges ""Qu'est-ce que #WhisperGate, l'attaque informatique qui a frappé l'#Ukraine"". Une #cyberattaque sous faux drapeau ? Explications de @lguezo,  secrétaire général du #Clusif ⬇️
https://t.co/lovwsAtVAX https://t.co/iFK8AlOHT8"	elenavolochine	2	0	1	0
63	2022-01-31 13:13:47+00:00	🇺🇦UKRAINE : les chefs diplomates russes et américains vont s'entretenir ce mardi par téléphone avec comme sujet les tensions autour de l'Ukraine. (AFP) #Ukraine	PhilippeRousse9	0	1	1	0
64	2022-01-31 13:12:27+00:00	"[Presse] Crise en #Ukraine ""En cas de conflit militaire, nous aurons une flambée des prix du gaz"" 
Analyse du professeur Philippe Chalmin, professeur d'économie @Paris_Dauphine, spécialiste des matières premières et de l'#énergie.

Interview @franceinfo ⤵️ https://t.co/DeiXcfyCxT"	MarcLabelle	0	0	0	0
65	2022-01-31 13:09:23+00:00	"""Nous n'avons plus le choix"" dit BHL, exhortant les 🇺🇸 à intervenir en #Ukraine. Mais n'en déplaise aux petits télégraphistes néocons : si, nous avons le choix.

✍️ Analyse par @R_DeCastelnau ⤵️ 
https://t.co/rDD5N1oxKb"	PhD_Diawara	24	4	39	1
66	2022-01-31 13:05:46+00:00	@MauriceMartin01 Et la carte des forces en présence en #Ukraine de l’autre côté de la frontière ? La provenance des armes? , la quantité de matériel ? Et le planning des livraisons de ces armes depuis 5 ans ? Ça donnerai un éclairage plus équilibré	nchateauneuf	0	0	0	0
67	2022-01-31 13:04:06+00:00	Réponse écrite américaine et négociation russo-ukrainienne https://t.co/2K3IBKv7i6 #OTAN #Ukraine #Russie #ÉtatsUnis #USA #Kiev #Moscou #Washington #maisonblanche #Kremlin #Biden #Poutine #Zelensky #Crimée #Donbass #Donetsk #Lougansk #Zelenski #France #Angleterre #Allemagne	samchalhoub	0	0	0	0
68	2022-01-31 13:03:14+00:00	On va finir par se demander qui est l'aggresseur #ukraine : https://t.co/nV5soUQxGu	CICR_fr	0	0	4	0
69	2022-01-31 12:58:49+00:00	"En #Ukraine ils ont l'humoriste #Zelensky,
en #France ils essaient de faire passer #MrBean !!!

#ZEMMOURdégage #MACRON= #Zemmour https://t.co/kYAy1BpU6c https://t.co/lavdG5TMkZ"	EPOCNEWS	1	0	1	0
70	2022-01-31 12:50:58+00:00	#ukraine est cible et proie pour OTAN et USA. #Russie n’a aucun intérêt à envahir ce pays et reconnaît parfaitement sa souveraineté. Accords Minsk non respectés. Intérêt des US à fragmenter Europe. Russie sera poussé vers Chine qui veut Taïwan.  https://t.co/oGY5EyHKcv	Caracal28442507	0	0	0	0
71	2022-01-31 12:50:43+00:00	"Les armes ""hypersoniques"" : une nouvelle course à l'armement ? Caractéristiques, usages, avance technologique des Russes... Si vous voulez en savoir plus, c'est ici. #Ukraine #hypersonique #défense @infofrance2 @franceinfo https://t.co/JVnfn7Tcv1"	OlivierBabeau	10	5	16	2
72	2022-01-31 12:50:36+00:00	#Ukraine: Entretien téléphonique entre @SecBlinken  et #Lavrov https://t.co/4l3Y3VxN97  #USA #Russia @mfa_russia	BorisDiffer	0	0	0	0
73	2022-01-31 12:46:54+00:00	"#Ukraine : entretien téléphonique mardi des chefs des diplomaties #russe et #américaine

#TesYeuxSurLeMonde #AlAinInfos 

Voir ici :

https://t.co/oNLW19gNc7"	BHL	4	1	0	0
74	2022-01-31 12:46:29+00:00	Entre la #Russie et l'#Ukraine, les tensions se font ressentir. L'UE pourrait décider de sanctions économiques contre la Russie, comme elle l'avait fait contre la Biélorussie. Mais ces sanctions sont-elles efficaces ? https://t.co/SOoQGpsc90	RaymondThiebaut	0	0	1	0
75	2022-01-31 12:45:08+00:00	#Ukraine #Russie #Poutine - Sur le dossier ukrainien (qu'il ne maitrise pas plus que tout le reste), #Biden se révèle irresponsable et dangereux. Espérons que quelqu'un de lucide (s'il existe) dans son entourage lui dise de se calmer.	MLaVieADonF	1	2	2	1
76	2022-01-31 12:41:17+00:00	Le #Canada retire davantage de personnel de son ambassade en #Ukraine - Jmenzor @JmenzorA https://t.co/q6JHZcCtwH	Cyrilhanouna	1	0	1	0
77	2022-01-31 12:41:11+00:00	"Boris Johnson se rendra mardi en #Ukraine.
 #UK #NATO"	anecdotesdefou	0	0	0	0
78	2022-01-31 12:40:48+00:00	#Ukraine: la ligne rouge. Le maître du Kremlin est tenté par une nouvelle aventure extérieure afin de tester, une fois de plus, la résolution des Européens et des Américains. https://t.co/d2x6W2w7oW via @placepublique	chalumaction	0	0	0	0
79	2022-01-31 12:38:26+00:00	#Ukraine Avant Jean-Yves Le Drian… et peut-être Emmanuel Macron: Boris Johnson part à Kiev demain, pour un entretien avec Volodymyr Zelensky. Cet après-midi, il doit appeler Vladimir Poutine.	Tyranosaure2	0	0	1	0
80	2022-01-31 12:35:36+00:00	"""Ma courtoisie m'empêche de déranger M. Le Dirigeant autoritaire qui lance ses troupes en #Ukraine ce soir. Je l'appellerai demain""😭
#Taubira #Presidente #fiction 
#diplomatie 🇨🇵 #bonnesmanières
Sur @franceinfo ce matin à propos de la #PrimairePop"	PascalLamachere	0	0	1	0
81	2022-01-31 12:30:00+00:00	"@gullivercragg @Chebilink @elenavolochine Électriciens, infirmières et même popes : ce sont les nouvelles recrues des Forces de défense territoriale ukrainiennes, une réserve de volontaires qui se prépare en cas d'invasion russe.

@Chebilink s'est rendu à #Kharkiv pour les rencontrer 

📲 https://t.co/zMdHXV9WbJ
#Ukraine"	Actualistes	7	1	20	2
82	2022-01-31 12:28:03+00:00	Réponse décoiffante d' #Hidalgo sur l' #Ukraine  tellement le brassage d'air est considérable https://t.co/SFbH2RohgE	clusif	0	0	1	0
83	2022-01-31 12:10:45+00:00	Crise en #Ukraine : entretien téléphonique des chefs des #diplomaties #russe et #américaine  @OuestFrance https://t.co/8NyYhkRmNV	Challenges	2	0	1	0
84	2022-01-31 12:08:12+00:00	"Le ministre français des Affaires étrangères a annoncé une visite en Ukraine avec son homologue allemande 
#Ukraine #France #Allemagne
https://t.co/pm0Fe019qT"	lguezo	1	0	1	0
85	2022-01-31 12:05:10+00:00	#Ukraine : Des personnes payées pour la préparation d’émeutes de masse et de provocations censé déstabiliser la situation en Ukraine a déclaré le ministre de l’Intérieur  Denys Monastyrsky lors d’un briefing   https://t.co/NHXc5dBHo4 #Europe #Kiev	Paris_Dauphine	0	0	2	0
86	2022-01-31 12:00:28+00:00	"Alors que l’#Ukraine 🇺🇦 vit sous la menace d’une invasion russe, le pays est frappé par une vague de fausses alertes à la bombe. Principales cibles : les écoles. 

Reportage dans la région de #Jytomyr, à l'ouest de #Kiev, de @gullivercragg, @Chebilink et… https://t.co/VB722kXG9p"	franceinfo	0	0	0	0
87	2022-01-31 12:00:07+00:00	"Ainsi, entre le regain de belligérance russe et la poursuite de l’arrogance des Etats-Unis, le monde se trouve au bord d’une catastrophe qui pourrait grandement accélérer l’anéantissement de l’humanité... #Ukraine #Russie #USA #GuerreFroide

https://t.co/puKlxiDfYW"	FrontPopOff	2	0	5	0
88	2022-01-31 11:59:42+00:00	"Bon plan du shitbeuh dispo👇🌿
Télégram//https://t.co/vAZEydfYxR
WhatsApp+33 7 53509368

#EmmanuelMacron #Omicron #electricite  #pouvoirdachat #UE #Ukraine #PassVacinal #antivaxx #AttackonTitanFinalSeason #ASSE #AFCON2021 #avecvous #AO2022 #AttackOnTitan #ATEEZinLA #ApollineMatin https://t.co/vzBuwbhS96"	R_DeCastelnau	1	0	1	0
89	2022-01-31 11:59:04+00:00	"Alors que l’#Ukraine 🇺🇦 vit sous la menace d’une invasion russe, le pays est frappé par une vague de fausses alertes à la bombe. Principales cibles : les écoles. 

Reportage dans la région de #Jytomyr, à l'ouest de #Kiev, de @gullivercragg, @Chebilink et @elenavolochine https://t.co/qUlJI7L0BT"	MarieDomSteimle	8	2	28	2
90	2022-01-31 11:58:42+00:00	#russie #otan #gaz : La crise en #ukraine resserre les liens entre #Doha et #Washington par @LaureMaissa  https://t.co/RKkgJMdtX7 via @LorientLeJour	MauriceMartin01	2	0	2	0
91	2022-01-31 11:55:58+00:00	"""Entre la #Russie et l'#Ukraine, personne n'a intérêt à l'escalade au vu des interdépendances économiques et énergétiques. #Poutine y compris. Il faut savoir discuter avec lui, il dirige un grand pays.""
@Anne_Hidalgo

#cdanslair #Presidentielle #NordStream2 https://t.co/R7eg4EzKxR"	politicoboyTX	0	4	4	2
92	2022-01-31 11:54:08+00:00	"@jeromegodefroy @fasolart @Anne_Hidalgo Loin de moi l’idée de faire un amalgame mais le rire niais de #Hidalgo m’a immédiatement fait penser à l’épisode des extra-terrestres dans la réponse de #MLP lors de son débat 2017 avec #Macron… 😱
🎥 @mtwit75 #Ukraine #Poutine #Presidentielle2022 
https://t.co/6Vlkj60d6v"	EliaFromParis	2	0	4	0
93	2022-01-31 11:52:36+00:00	"#Ukraine  : entretien téléphonique mardi des chefs des diplomaties russe et américaine

#EtatsUnis 

👉 https://t.co/LusrnzyUhb https://t.co/gc15Hnu7ux"	infofrance2	3	0	0	0
94	2022-01-31 11:51:55+00:00	#Ukraine : le Conseil de sécurité de l’ONU se réunit, nouvel entretien mardi entre Russie et Etats-Unis... Le point sur la situation https://t.co/khoGwybRjp - via Le Parisien	nryunus1	1	0	0	0
95	2022-01-31 11:50:37+00:00	"""Le sujet de l'#Ukraine est traité dans le cadre de l'#Otan, donc entre les #EtatsUnis et la #Russie. L'#Europe était absente de la première discussion, il est temps qu'elle soit là. Et je dis à #Poutine : ""pas un pas de plus.""""
@Anne_Hidalgo

#cdanslair #Presidentielle https://t.co/B6FBgB5vfv"	SecBlinken	0	4	0	0
96	2022-01-31 11:49:54+00:00	"La Mafia Khazare va t’elle parvenir à ses fins, et imposer les ténèbres au reste de l’Humanité ?? 

Le combat de coqs….on y est !  
https://t.co/q7JinNugVP

.. «  par la tignasse de leur chevelure.. »
#Ukraine #Russie #BHL #Kabbale #WW3"	mfa_russia	0	1	0	0
97	2022-01-31 11:49:46+00:00	"Bernard-Henri Lévy sur Fox News pour promouvoir son dernier documentaire et appeler les États-Unis à agir en #Ukraine ... On dirait une parodie. 
https://t.co/lrXq0rSTYw"	AlainFrNews	16	8	58	4
98	2022-01-31 11:45:58+00:00	Les tensions autour de l'#Ukraine pourraient pousser les Européens, qui craignent de perdre leur approvisionnement en gaz russe, à se tourner vers le #Qatar, riche pays gazier dont l'émir rencontre lundi à Washington Joe Biden. https://t.co/1bsS93Vo6Y https://t.co/HZg7pPmHFA	pourleco	0	0	0	0
